questionId,language,filename,data
17,C,c.c,c.c,"const char *map[] = {""abc"", ""def"", ""ghi"", ""jkl"", ""mno"", ""pqrs"", ""tuv"", ""wxyz""};
const int len[] = {3, 3, 3, 3, 3, 4, 3, 4};

void dfs(char *p, int d, char *buff, char **pp, int *n) {
  const char *m;

  if (!*p) {
    pp[*n] = strdup(buff);
    (*n)++;
    return;
  }

  m = map[(*p) - '2'];
  while (*m) {
    buff[d] = *m;
    dfs(p + 1, d + 1, buff, pp, n);
    m++;
  }
}

char **letterCombinations(char *digits, int *returnSize) {
  char **pp;
  char *buff;
  char *d;
  int n, l;

  *returnSize = 0;

  if (!digits || !*digits) {
    return NULL;
  }

  n = 1;
  d = digits;
  while (*d) {
    n = n * len[*d - '2'];
    d++;
  }

  *returnSize = n;
  l = d - digits;
  pp = malloc(n * sizeof(char *));
  buff = malloc(l + 1);
  buff[l] = 0;

  n = 0;
  dfs(digits, 0, buff, pp, &n);
  free(buff);
  return pp;
}"
179,C,c.c,c.c,"int cmp(const void *x, const void *y) {
  long sx = 10, sy = 10;
  while (sx <= *(int *)x) {
    sx *= 10;
  }
  while (sy <= *(int *)y) {
    sy *= 10;
  }
  return sx * (*(int *)y) + (*(int *)x) - sy * (*(int *)x) - (*(int *)y);
}

char *largestNumber(int *nums, int numsSize) {
  qsort(nums, numsSize, sizeof(int), cmp);
  if (nums[0] == 0) {
    char *ret = malloc(sizeof(char) * 2);
    ret[0] = '0', ret[1] = '\0';
    return ""0"";
  }
  char *ret = malloc(sizeof(char) * 1000);
  char *p = ret;
  for (int i = 0; i < numsSize; i++) {
    sprintf(p, ""%d"", nums[i]);
    p += strlen(p);
  }
  return ret;
}"
179,C++,cpp.cc,cpp.cc,"class Solution {
public:
  string largestNumber(vector<int> &nums) {
    sort(nums.begin(), nums.end(), [](const int &x, const int &y) {
      long sx = 10, sy = 10;
      while (sx <= x) {
        sx *= 10;
      }
      while (sy <= y) {
        sy *= 10;
      }
      return sy * x + y > sx * y + x;
    });
    if (nums[0] == 0) {
      return ""0"";
    }
    string ret;
    for (int &x : nums) {
      ret += to_string(x);
    }
    return ret;
  }
};"
294,C++,cc.cc,cc.cc,"class Solution {
private:
  map<string, bool> memo;

public:
  bool canWin(string s) {
    if (memo.count(s)) return memo[s];
    for (int i = 1; i < s.size(); ++i) {
      if (s[i] == '+' && s[i - 1] == '+') {
        string t = s;
        t[i] = t[i - 1] = '-';
        if (!canWin(t)) {
          memo[s] = true;
          return true;
        }
      }
    }
    memo[s] = false;
    return memo[s];
  }
};"
514,C,c1.c,c1.c,"int findRotateSteps(char *ring, char *key) {
  int n = strlen(ring), m = strlen(key);
  int pos[26][n], posSize[26];
  memset(posSize, 0, sizeof(posSize));
  for (int i = 0; i < n; ++i) {
    int x = ring[i] - 'a';
    pos[x][posSize[x]++] = i;
  }
  int dp[m][n];
  memset(dp, 0x3f3f3f3f, sizeof(dp));
  for (int i = 0; i < posSize[key[0] - 'a']; i++) {
    int x = pos[key[0] - 'a'][i];
    dp[0][x] = fmin(x, n - x) + 1;
  }
  for (int i = 1; i < m; ++i) {
    for (int j = 0; j < posSize[key[i] - 'a']; ++j) {
      int x = pos[key[i] - 'a'][j];
      for (int k = 0; k < posSize[key[i - 1] - 'a']; ++k) {
        int y = pos[key[i - 1] - 'a'][k];
        dp[i][x] = fmin(dp[i][x], dp[i - 1][y] + fmin(abs(x - y), n - abs(x - y)) + 1);
      }
    }
  }
  int ret = dp[m - 1][0];
  for (int i = 1; i < n; ++i) {
    ret = fmin(ret, dp[m - 1][i]);
  }
  return ret;
}"
514,C++,cpp1.cc,cpp1.cc,"class Solution {
public:
  int findRotateSteps(string ring, string key) {
    int n = ring.size(), m = key.size();
    vector<int> pos[26];
    for (int i = 0; i < n; ++i) {
      pos[ring[i] - 'a'].push_back(i);
    }
    int dp[m][n];
    memset(dp, 0x3f3f3f3f, sizeof(dp));
    for (auto &i : pos[key[0] - 'a']) {
      dp[0][i] = min(i, n - i) + 1;
    }
    for (int i = 1; i < m; ++i) {
      for (auto &j : pos[key[i] - 'a']) {
        for (auto &k : pos[key[i - 1] - 'a']) {
          dp[i][j] = min(dp[i][j], dp[i - 1][k] + min(abs(j - k), n - abs(j - k)) + 1);
        }
      }
    }
    return *min_element(dp[m - 1], dp[m - 1] + n);
  }
};"
514,Java,java1.java,java1.java,"class Solution {
  public int findRotateSteps(String ring, String key) {
    int n = ring.length(), m = key.length();
    @SuppressWarnings(""unchecked"")
    ArrayList<Integer>[] pos = new ArrayList[26];
    for (int i = 0; i < 26; ++i) {
      pos[i] = new ArrayList<Integer>();
    }
    for (int i = 0; i < n; ++i) {
      pos[ring.charAt(i) - 'a'].add(i);
    }
    int[][] dp = new int[m][n];
    for (int i = 0; i < m; ++i) {
      Arrays.fill(dp[i], 0x3f3f3f);
    }
    for (int i : pos[key.charAt(0) - 'a']) {
      dp[0][i] = Math.min(i, n - i) + 1;
    }
    for (int i = 1; i < m; ++i) {
      for (int j : pos[key.charAt(i) - 'a']) {
        for (int k : pos[key.charAt(i - 1) - 'a']) {
          dp[i][j] = Math.min(dp[i][j], dp[i - 1][k] + Math.min(Math.abs(j - k), n - Math.abs(j - k)) + 1);
        }
      }
    }
    return Arrays.stream(dp[m - 1]).min().getAsInt();
  }
}"
514,JavaScript,js1.js,js1.js,"const getIdx = (str, v) => str.codePointAt(v) - 'a'.codePointAt(0);
var findRotateSteps = function (ring, key) {
  const n = ring.length, m = key.length;
  const pos = new Array(26).fill(0).map(v => []);
  for (let i = 0; i < n; ++i) {
    pos[getIdx(ring, i)].push(i);
  }
  const dp = new Array(m).fill(0).map(v => new Array(n).fill(Number.MAX_SAFE_INTEGER));
  for (const i of pos[getIdx(key, 0)]) {
    dp[0][i] = Math.min(i, n - i) + 1;
  }
  for (let i = 1; i < m; ++i) {
    for (const j of pos[getIdx(key, i)]) {
      for (const k of pos[getIdx(key, i - 1)]) {
        dp[i][j] = Math.min(dp[i][j], dp[i - 1][k] + Math.min(Math.abs(j - k), n - Math.abs(j - k)) + 1);
      }
    }
  }
  return dp[m - 1].reduce((pre, cur) => Math.min(pre, cur), Number.MAX_SAFE_INTEGER);
};"
74,C++,cpp.cc,cpp.cc,"class Solution {
public:
  bool searchMatrix(vector<vector<int>> &matrix, int target) {
    int n = matrix.size();
    if (!n)
      return false;
    int m = matrix[0].size();

    int i = 0;
    int j = m - 1;

    while (i < n && j >= 0)
      if (matrix[i][j] == target)
        return true;
      else if (matrix[i][j] > target)
        j--;
      else
        i++;

    return false;
  }
};"
24,C++,cc.cc,cc.cc,"class Solution {
public:
  ListNode *swapPairs(ListNode *head) {
    if (head == nullptr || head->next == nullptr) {
      return head;
    }
    ListNode *newHead = head->next;
    head->next = swapPairs(newHead->next);
    newHead->next = head;
    return newHead;
  }
};"
520,C,c.c,c.c,"bool detectCapitalUse(char *word) {
  int i, cnt = 0;
  int len = strlen(word);

  for (i = 0; i < len; i++)
    if (word[i] >= 'A' && word[i] <= 'Z')
      cnt++;

  if (cnt == len || cnt == 0 || cnt == 1 && *word >= 'A' && *word <= 'Z')
    return true;

  return false;
}"
520,C++,cpp.cc,cpp.cc,"class Solution {
public:
  bool detectCapitalUse(string word) {
    int size = word.size();
    int count_isupper = 0, count_islower = 0;
    for (int i = 0; i < size; i++) {
      if (islower(word[i]))
        count_islower++;
      else
        count_isupper++;
    }
    return count_isupper == size || count_islower == size || count_isupper == 1 && isupper(word[0]);
  }
};"
20,C,c.c,c.c,"char pairs(char a) {
  if (a == '}') return '{';
  if (a == ']') return '[';
  if (a == ')') return '(';
  return 0;
}

bool isValid(char *s) {
  int n = strlen(s);
  if (n % 2 == 1) {
    return false;
  }
  int stk[n + 1], top = 0;
  for (int i = 0; i < n; i++) {
    char ch = pairs(s[i]);
    if (ch) {
      if (top == 0 || stk[top - 1] != ch) {
        return false;
      }
      top--;
    } else {
      stk[top++] = s[i];
    }
  }
  return top == 0;
}"
20,C++,cc.cc,cc.cc,"class Solution {
public:
  bool isValid(string s) {
    int n = s.size();
    if (n % 2 == 1) {
      return false;
    }

    unordered_map<char, char> pairs = {
        {')', '('},
        {']', '['},
        {'}', '{'}};
    stack<char> stk;
    for (char ch : s) {
      if (pairs.count(ch)) {
        if (stk.empty() || stk.top() != pairs[ch]) {
          return false;
        }
        stk.pop();
      } else {
        stk.push(ch);
      }
    }
    return stk.empty();
  }
};"
20,Java,java.java,java.java,"class Solution {
  public boolean isValid(String s) {
    int n = s.length();
    if (n % 2 == 1) {
      return false;
    }

    Map<Character, Character> pairs = new HashMap<Character, Character>() {
      {
        put(')', '(');
        put(']', '[');
        put('}', '{');
      }
    };
    Deque<Character> stack = new LinkedList<Character>();
    for (int i = 0; i < n; i++) {
      char ch = s.charAt(i);
      if (pairs.containsKey(ch)) {
        if (stack.isEmpty() || stack.peek() != pairs.get(ch)) {
          return false;
        }
        stack.pop();
      } else {
        stack.push(ch);
      }
    }
    return stack.isEmpty();
  }
}"
20,JavaScript,javascript.js,javascript.js,"var isValid = function (s) {
  const n = s.length;
  if (n % 2 === 1) {
    return false;
  }
  const pairs = new Map([
    [')', '('],
    [']', '['],
    ['}', '{']
  ]);
  const stk = [];
  s.split('').forEach(ch => {
    if (pairs.has(ch)) {
      if (!stk.length || stk[stk.length - 1] !== pairs.get(ch)) {
        return false;
      }
      stk.pop();
    }
    else {
      stk.push(ch);
    }
  });
  return !stk.length;
};"
20,Python,python.py,python.py,"class Solution:
  def isValid(self, s: str) -> bool:
    if len(s) % 2 == 1:
      return False

    pairs = {
        "")"": ""("",
        ""]"": ""["",
        ""}"": ""{"",
    }
    stack = list()
    for ch in s:
      if ch in pairs:
        if not stack or stack[-1] != pairs[ch]:
          return False
        stack.pop()
      else:
        stack.append(ch)

    return not stack

"
1197,C++,cpp1.cc,cpp1.cc,"class Solution {
public:
  bool parseBoolExpr(string expression) {
    vector<char> stack;

    for (char c : expression) {
      switch (c) {
      case 't':
      case 'f':
      case '(':
      case '!':
      case '&':
      case '|':
        stack.push_back(c);
        break;
      case ')':
        resolve(stack);
      }
    }
    return stack[0] == 't';
  }

  void resolve(vector<char> &stack) {
    vector<char> temp;

    while (stack.back() != '(') {
      temp.push_back(stack.back());
      stack.pop_back();
    }

    stack.pop_back();
    char op = stack.back();
    stack.pop_back();
    if (op == '!')
      stack.push_back(temp[0] == 'f' ? 't' : 'f');
    else if (op == '&')
      stack.push_back(find(temp.begin(), temp.end(), 'f') == temp.end() ? 't' : 'f');
    else if (op == '|')
      stack.push_back(find(temp.begin(), temp.end(), 't') != temp.end() ? 't' : 'f');
  }
};
"
1123,C++,cpp1.cc,cpp1.cc,"class Solution {
public:
  int calculateTime(string keyboard, string word) {
    unordered_map<char, int> mp;
    for (int i = 0; i < 26; i++)
      mp[keyboard[i]] = i;
    int ans = 0;
    int i = 0;
    for (char c : word) {
      ans += abs(i - mp[c]);
      i = mp[c];
    }

    return ans;
  }
};
"
205,C,c.c,c.c,"bool isIsomorphic(char *s, char *t) {
  char a[128] = {0};
  char b[128] = {0};
  while (*s) {
    if (a[(int)(*s)] == 0 && b[(int)(*t)] == 0) {
      a[(int)(*s)] = *t;
      b[(int)(*t)] = *s;
    } else if (a[(int)(*s)] == *t && b[(int)(*t)] == *s) {
    } else {
      return false;
    }
    s++;
    t++;
  }
  return true;
}"
75,C++,cpp.cc,cpp.cc,"class Solution {
public:
  void sortColors(vector<int> &nums) {
    int n = nums.size();
    int ptr = 0;
    for (int i = 0; i < n; ++i) {
      if (nums[i] == 0) {
        swap(nums[i], nums[ptr]);
        ++ptr;
      }
    }
    for (int i = ptr; i < n; ++i) {
      if (nums[i] == 1) {
        swap(nums[i], nums[ptr]);
        ++ptr;
      }
    }
  }
};"
56,C++,cc.cc,cc.cc,"class Solution {
public:
  vector<vector<int>> merge(vector<vector<int>> &intervals) {
    if (intervals.size() == 0) {
      return {};
    }
    sort(intervals.begin(), intervals.end());
    vector<vector<int>> merged;
    for (int i = 0; i < intervals.size(); ++i) {
      int L = intervals[i][0], R = intervals[i][1];
      if (!merged.size() || merged.back()[1] < L) {
        merged.push_back({L, R});
      } else {
        merged.back()[1] = max(merged.back()[1], R);
      }
    }
    return merged;
  }
};"
55,C++,cc.cc,cc.cc,"class Solution {
public:
  bool canJump(vector<int> &nums) {
    int n = nums.size();
    int rightmost = 0;
    for (int i = 0; i < n; ++i) {
      if (i <= rightmost) {
        rightmost = max(rightmost, i + nums[i]);
        if (rightmost >= n - 1) {
          return true;
        }
      }
    }
    return false;
  }
};"
1084,C++,cpp1.cc,cpp1.cc,"class Solution {
public:
  int numKLenSubstrNoRepeats(string S, int k) {
    unordered_map<char, int> mp;
    int n = S.size();
    if (n < k)
      return 0;
    int ans = 0;

    for (int i = 0; i < k; i++)
      mp[S[i]]++;

    if (mp.size() == k)
      ans++;

    for (int i = k; i < n; i++) {
      mp[S[i - k]]--;
      if (!mp[S[i - k]])
        mp.erase(S[i - k]);

      mp[S[i]]++;

      if (mp.size() == k)
        ans++;
    }
    return ans;
  }
};
"
67,C,c.c,c.c,"char *addBinary(char *a, char *b) {
  int len_a = strlen(a);
  int len_b = strlen(b);

  int len    = len_a > len_b ? len_a + 1 : len_b + 1;
  int length = len;

  char *res = (char *)malloc(len * (sizeof(char)));
  memset(res, '\0', len);

  int upper = 0;
  while (len_a > 0 || len_b > 0) {
    int an = len_a > 0 ? a[--len_a] - '0' : 0;
    int bn = len_b > 0 ? b[--len_b] - '0' : 0;
    if (an + bn + upper == 3) {
      res[len - 2] = 49;
      upper        = 1;
    } else if (an + bn + upper == 2) {
      res[len - 2] = 48;
      upper        = 1;
    } else if (an + bn + upper == 1) {
      res[len - 2] = 49;
      upper        = 0;
    } else if (an + bn + upper == 0) {
      res[len - 2] = 48;
      upper        = 0;
    }
    len--;
  }
  if (upper == 1) {
    res = (char *)realloc(res, (length + 1) * (sizeof(char)));
    memmove(res + 1, res, length * sizeof(char));
    res[0] = '1';
  }
  return res;
}"
67,C++,cpp.cc,cpp.cc,"class Solution {
public:
  string addBinary(string a, string b) {
    int len_a = a.size();
    int len_b = b.size();

    int len = len_a > len_b ? len_a : len_b;

    string res = """";

    int upper = 0;
    while (len_a > 0 || len_b > 0) {
      int an = len_a > 0 ? a[--len_a] - '0' : 0;
      int bn = len_b > 0 ? b[--len_b] - '0' : 0;
      if (an + bn + upper == 3) {
        res = ""1"" + res;
        upper = 1;
      } else if (an + bn + upper == 2) {
        res = ""0"" + res;
        upper = 1;
      } else if (an + bn + upper == 1) {
        res = ""1"" + res;
        upper = 0;
      } else if (an + bn + upper == 0) {
        res = ""0"" + res;
        upper = 0;
      }
      len--;
    }
    if (upper == 1) {
      res = ""1"" + res;
    }
    return res;
  }
};"
43,Java,java.java,java.java,"class Solution {
  public String multiply(String num1, String num2) {
    if (num1.equals(""0"") || num2.equals(""0"")) {
      return ""0"";
    }
    int m = num1.length(), n = num2.length();
    int[] ansArr = new int[m + n];
    for (int i = m - 1; i >= 0; i--) {
      int x = num1.charAt(i) - '0';
      for (int j = n - 1; j >= 0; j--) {
        int y = num2.charAt(j) - '0';
        ansArr[i + j + 1] += x * y;
      }
    }
    for (int i = m + n - 1; i > 0; i--) {
      ansArr[i - 1] += ansArr[i] / 10;
      ansArr[i] %= 10;
    }
    int index = ansArr[0] == 0 ? 1 : 0;
    StringBuffer ans = new StringBuffer();
    while (index < m + n) {
      ans.append(ansArr[index]);
      index++;
    }
    return ans.toString();
  }
}
"
23,C++,cc.cc,cc.cc,"class Solution {
public:
  ListNode *mergeTwoLists(ListNode *a, ListNode *b) {
    if ((!a) || (!b)) return a ? a : b;
    ListNode head, *tail = &head, *aPtr = a, *bPtr = b;
    while (aPtr && bPtr) {
      if (aPtr->val < bPtr->val) {
        tail->next = aPtr;
        aPtr = aPtr->next;
      } else {
        tail->next = bPtr;
        bPtr = bPtr->next;
      }
      tail = tail->next;
    }
    tail->next = (aPtr ? aPtr : bPtr);
    return head.next;
  }

  ListNode *mergeKLists(vector<ListNode *> &lists) {
    ListNode *ans = nullptr;
    for (size_t i = 0; i < lists.size(); ++i) {
      ans = mergeTwoLists(ans, lists[i]);
    }
    return ans;
  }
};"
70,C,c1.c,c1.c,"int climbStairs(int n) {
  int prev = 0;
  int cur  = 1;
  for (int i = 1; i <= n; ++i) {
    int tmp = cur;
    cur += prev;
    prev = tmp;
  }
  return cur;
}"
70,C,c2.c,c2.c,"int climbStairs(int n) {
  // with this formal `$\frac{\frac{1+\sqrt{5}^{n}}{2}-\frac{1-\sqrt{5}^{n}}{2}}{\sqrt{5}}$`
  const double s = sqrt(5);
  return floor((pow((1 + s) / 2, n + 1) + pow((1 - s) / 2, n + 1)) / s + 0.5);
}"
70,C++,cpp1.cc,cpp1.cc,"class Solution {
public:
  int climbStairs(int n) {
    int prev = 0;
    int cur  = 1;
    for (int i = 1; i <= n; ++i) {
      int tmp = cur;
      cur += prev;
      prev = tmp;
    }
    return cur;
  }
};"
70,C++,cpp2.cc,cpp2.cc,"class Solution {
public:
  int climbStairs(int n) {
    // with this formal `$\frac{\frac{1+\sqrt{5}^{n}}{2}-\frac{1-\sqrt{5}^{n}}{2}}{\sqrt{5}}$`
    const double s = sqrt(5);
    return floor((pow((1 + s) / 2, n + 1) + pow((1 - s) / 2, n + 1)) / s + 0.5);
  }
};"
70,Rust,rust1.rs,rust1.rs,"impl Solution {
  pub fn climb_stairs(n: i32) -> i32 {
    let mut prev: i32 = 0;
    let mut cur: i32 = 1;
    for _i in 1..(n + 1) {
      let tmp: i32 = cur;
      cur += prev;
      prev = tmp;
    }
    cur
  }
}
"
27,C++,cc.cc,cc.cc,"class Solution {
public:
  int removeElement(vector<int> &nums, int val) {
    int i = 0;
    for (int j = 0; j < nums.size(); j++) {
      if (nums[j] != val) {
        nums[i] = nums[j];
        i++;
      }
    }
    return i;
  }
};"
31,C,c1.c,c1.c,"void swap(int *a, int *b) {
  int t = *a;
  *a = *b, *b = t;
}

void reverse(int *nums, int left, int right) {
  while (left < right) {
    swap(nums + left, nums + right);
    left++, right--;
  }
}

void nextPermutation(int *nums, int numsSize) {
  int i = numsSize - 2;
  while (i >= 0 && nums[i] >= nums[i + 1]) {
    i--;
  }
  if (i >= 0) {
    int j = numsSize - 1;
    while (j >= 0 && nums[i] >= nums[j]) {
      j--;
    }
    swap(nums + i, nums + j);
  }
  reverse(nums, i + 1, numsSize - 1);
}"
31,C++,cc.cc,cc.cc,"class Solution {
public:
  void nextPermutation(vector<int> &nums) {
    int n = nums.size();

    int mx = nums.back();
    int i;
    for (i = n - 2; i >= 0; i--)
      if (nums[i] < nums[i + 1])
        break;

    if (~i) {
      int j = i + 1;
      for (int k = j; k < n; k++)
        if (nums[k] > nums[i] && nums[k] <= nums[j])
          j = k;

      swap(nums[i], nums[j]);
    }

    reverse(nums.begin() + i + 1, nums.end());
  }
};"
14,C,c.c,c.c,"char *longestCommonPrefix(char **strs, int strsSize) {
  if (strsSize == 0) {
    return """";
  }

  int i, count = 0;
  char *result = malloc(1000);
  while (strs[0][count] != '\0') {
    char c = strs[0][count];
    for (i = 1; i < strsSize; i++) {
      if (c != strs[i][count]) {
        break;
      }
    }

    if (i == strsSize) {
      result[count++] = c;
    } else {
      break;
    }
  }
  result[count++] = '\0';
  return result;
}"
283,C,c.c,c.c,"void moveZeroes(int *nums, int numsSize) {
  int i = -1;
  int j = 0;
  while (j <= numsSize - 1) {
    if (nums[j] != 0) {
      i++;
      nums[i] = nums[j];
    }
    j++;
  }
  for (int m = i + 1; m < numsSize; m++) {
    nums[m] = 0;
  }
}"
283,C++,cpp.cc,cpp.cc,"class Solution {
public:
  void moveZeroes(vector<int> &nums) {
    int n = nums.size(), left = 0, right = 0;
    while (right < n) {
      if (nums[right]) {
        swap(nums[left], nums[right]);
        left++;
      }
      right++;
    }
  }
};"
300,C,c1.c,c1.c,"int lengthOfLIS(int *nums, int numsSize) {
  if (nums == NULL || numsSize == 0) return 0;
  int *dp = (int *)malloc(numsSize * sizeof(int));
  int i, j;
  int max = 1;
  for (i = 0; i < numsSize; i++) {
    int v = 1;
    for (j = 0; j < i; j++) {
      if (nums[i] > nums[j] && dp[j] + 1 > v)
        v = dp[j] + 1;
    }
    dp[i] = v;
    if (v > max)
      max = v;
  }
  free(dp);
  return max;
}"
300,C,c2.c,c2.c,"int lengthOfLIS(int *nums, int numsSize) {
  if (nums == NULL || numsSize == 0) return 0;
  int *lis = (int *)malloc(numsSize * sizeof(int));
  lis[0] = nums[0];
  int len = 1;
  int i;
  for (i = 1; i < numsSize; i++) {
    if (nums[i] > lis[len - 1]) {
      lis[len++] = nums[i];
    } else {
      int l = 0, r = len - 1;
      while (l < r) {
        int m = l + (r - l) / 2;
        if (lis[m] >= nums[i]) {
          r = m;
        } else {
          l = m + 1;
        }
      }
      lis[l] = nums[i];
    }
  }
  free(lis);
  return len;
}"
89,C,c1.c,c1.c,"int *grayCode(int n, int *returnSize) {
  *returnSize = (int)(pow(2, n));
  int *ans = (int *)malloc(sizeof(int) * (*returnSize));
  for (int i = 0; i < *returnSize; i++) {
    ans[i] = (i >> 1) ^ i;
  }
  return ans;
}"
89,C++,cpp1.cc,cpp1.cc,"class Solution {
public:
  vector<int> grayCode(int n) {
    vector<int> res;
    for (int i = 0; i < pow(2, n); ++i) {
      res.push_back((i >> 1) ^ i);
    }
    return res;
  }
};"
1434,C++,cpp1.cc,cpp1.cc,"class Solution {
public:
  string freqAlphabets(string s) {
    unordered_map<string, char> mp;
    for (int i = 1; i <= 9; i++)
      mp[to_string(i)] = 'a' + i - 1;

    for (int i = 10; i <= 26; i++)
      mp[to_string(i) + '#'] = 'j' + i - 10;

    string result = """";
    for (int i = 0; i < s.size(); i++) {
      if (i + 2 < s.size()) {
        auto t = s.substr(i, 3);
        if (mp.count(t)) {
          result += mp[t];
          i += 2;
          continue;
        }
      }
      result += mp[s.substr(i, 1)];
    }
    return result;
  }
};
"
46,C,c.c,c.c,"void swap(int *a, int *b) {
  int m = *a;
  *a = *b;
  *b = m;
}

int factorial(int num) {
  int ans = 1;
  if (num >= 2) {
    for (int i = 2; i <= num; i++) {
      ans = ans * i;
    }
  }
  return ans;
}

int **ans;
int _index = 0;

void perm(int *array, int begin, int length) {
  if (begin == length - 1) {
    for (int i = 0; i < length; i++) {
      ans[_index][i] = array[i];
    }
    _index++;
  } else {
    for (int i = begin; i < length; i++) {
      swap(array + begin, array + i);
      perm(array, begin + 1, length);
      swap(array + begin, array + i);
    }
  }
}

int **permute(int *nums, int numsSize, int *returnSize, int **returnColumnSizes) {
  *returnSize = factorial(numsSize);
  *returnColumnSizes = (int *)malloc(sizeof(int) * *returnSize);
  ans = (int **)malloc(sizeof(int *) * factorial(numsSize));
  for (int i = 0; i < *returnSize; i++) {
    (*returnColumnSizes)[i] = numsSize;
    ans[i] = (int *)malloc(sizeof(int) * numsSize);
  }
  perm(nums, 0, numsSize);
  return ans;
}"
46,C++,cc.cc,cc.cc,"class Solution {
public:
  void backtrack(vector<vector<int>> &res, vector<int> &output, int first, int len) {
    // 所有数都填完了
    if (first == len) {
      res.emplace_back(output);
      return;
    }
    for (int i = first; i < len; ++i) {
      // 动态维护数组
      swap(output[i], output[first]);
      // 继续递归填下一个数
      backtrack(res, output, first + 1, len);
      // 撤销操作
      swap(output[i], output[first]);
    }
  }
  vector<vector<int>> permute(vector<int> &nums) {
    vector<vector<int>> res;
    backtrack(res, nums, 0, (int)nums.size());
    return res;
  }
};"
498,C,c1.c,c1.c,"int *findDiagonalOrder(int **matrix, int matrixSize, int *matrixColSize, int *returnSize) {
  if (matrix == NULL || *matrix == NULL || matrixSize <= 0 || *matrixColSize <= 0 || matrixColSize == NULL || returnSize == NULL) {
    return NULL;
  }

  *returnSize = matrixSize * *matrixColSize;

  int *ret = (int *)malloc(sizeof(int) * *returnSize);

  if (ret == NULL) {
    return NULL;
  }

  for (int i = 0; i < *returnSize; i++) {
    ret[i] = 0;
  }

  int index = 0;
  for (int idx = 0; idx < matrixSize + *matrixColSize - 1; idx++) {
    for (int i = idx, j = 0; i >= 0; i--, j++) {
      if (i < matrixSize && j < *matrixColSize) {
        if (idx % 2 == 0) {
          ret[index] = matrix[i][j];
        } else {
          ret[index] = matrix[j][i];
        }
        index++;
      }
    }
  }

  return ret;
}"
16,C,c.c,c.c,"int cmpfunc(const void *a, const void *b) {
  return *(int *)a - *(int *)b;
}

int threeSumClosest(int *nums, int numsSize, int target) {
  qsort(nums, numsSize, sizeof(int), cmpfunc);
  int ans = nums[0] + nums[1] + nums[numsSize - 1];
  for (int i = 0; i < numsSize; i++) {
    int left = i + 1;
    int right = numsSize - 1;
    while (left < right) {
      int temp = nums[i] + nums[left] + nums[right];
      if (abs(target - ans) > abs(target - temp)) {
        ans = temp;
      }
      if (target > temp) {
        left++;
      } else {
        right--;
      }
    }
  }
  return ans;
}"
16,C++,cc.cc,cc.cc,"class Solution {
public:
  int threeSumClosest(vector<int> &nums, int target) {
    sort(nums.begin(), nums.end());
    int ans = nums[0] + nums[1] + nums[nums.size() - 1];
    for (int i = 0; i < nums.size(); i++) {
      int left = i + 1;
      int right = nums.size() - 1;
      while (left < right) {
        int temp = nums[i] + nums[left] + nums[right];
        if (abs(target - ans) > abs(target - temp)) {
          ans = temp;
        }
        if (target - temp > 0) {
          left++;
        } else {
          right--;
        }
      }
    }
    return ans;
  }
};"
12,C,c.c,c.c,"char *intToRoman(int num) {
  char *symbol[] = {""M"", ""CM"", ""D"", ""CD"", ""C"", ""XC"", ""L"", ""XL"", ""X"", ""IX"", ""V"", ""IV"", ""I""};
  int value[] = {1000, 900, 500, 400, 100, 90, 50, 40, 10, 9, 5, 4, 1};
  char *result = (char *)malloc(30 * sizeof(char));
  bzero(result, 30 * sizeof(char));
  for (int i = 0; num != 0; i++) {
    while (num >= value[i]) {
      num -= value[i];
      strcat(result, symbol[i]);
    }
  }
  return result;
}"
12,Rust,rust.rs,rust.rs,"impl Solution {
    pub fn int_to_roman(num: i32) -> String {
        let mut number: i32 = num;
        let mut result = String::from("""");
        let symbol = [
            ""M"", ""CM"", ""D"", ""CD"", ""C"", ""XC"", ""L"", ""XL"", ""X"", ""IX"", ""V"", ""IV"", ""I"",
        ];
        let value = [1000, 900, 500, 400, 100, 90, 50, 40, 10, 9, 5, 4, 1];
        let mut index: usize = 0;
        while number > 0 {
            while number >= value[index] {
                number -= value[index];
                result += symbol[index];
            }
            index += 1;
        }
        return result;
    }
}"
204,C,c1.c,c1.c,"int countPrimes(int n) {
  bool *isPrim = (bool *)malloc(sizeof(bool) * n);
  memset(isPrim, true, n);
  for (int i = 2; i * i < n; i++) {
    if (isPrim[i]) {
      for (int j = i * i; j < n; j += i)
        isPrim[j] = false;
    }
  }
  int count = 0;
  for (int i = 2; i < n; i++)
    if (isPrim[i]) count++;
  free(isPrim);
  return count;
}"
204,C++,cpp1.cc,cpp1.cc,"class Solution {
public:
  int countPrimes(int n) {
    bool *isPrim = new bool[n];
    memset(isPrim, true, n);
    for (int i = 2; i * i < n; i++) {
      if (isPrim[i]) {
        for (int j = i * i; j < n; j += i)
          isPrim[j] = false;
      }
    }
    int count = 0;
    for (int i = 2; i < n; i++)
      if (isPrim[i]) count++;
    delete[] isPrim;
    return count;
  }
};"
204,Java,java1.java,java1.java,"class Solution {
  public int countPrimes(int n) {
    boolean[] isPrim = new boolean[n];
    Arrays.fill(isPrim, true);
    for (int i = 2; i * i < n; i++)
      if (isPrim[i])
        for (int j = i * i; j < n; j += i)
          isPrim[j] = false;

    int count = 0;
    for (int i = 2; i < n; i++)
      if (isPrim[i]) count++;
    return count;
  }
}"
